Model,Scenario,Sensitivity,Region,Variable,Unit,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
MESSAGE-buildings,LED,max,SAS,Material Demand|Residential|Buildings|Aluminum,Mt/yr,1.822776589,1.974854854,2.156973806,2.324932575,2.515666538,2.6914036,2.854125028,2.964581468,2.878877185,2.756787446,2.648344462,2.56129555,2.472022553,2.372462752,2.273759846,2.189821626,2.109482516,2.055879304
MESSAGE-buildings,LED,max,SAS,Material Demand|Residential|Buildings|Cement,Mt/yr,174.4732533,188.6680688,205.4228979,220.7642852,238.2884493,254.3454038,269.1516039,278.9648825,270.3460559,258.3623794,247.7921343,239.3432964,230.7457372,221.225035,211.8300254,203.8648286,196.2615949,191.1916922
MESSAGE-buildings,LED,max,SAS,Material Demand|Residential|Buildings|Concrete,Mt/yr,1118.41829,1209.410697,1316.813448,1415.155675,1527.49006,1630.419255,1725.330794,1788.236426,1732.987538,1656.169099,1588.411117,1534.2519,1479.139341,1418.109199,1357.884778,1306.825824,1258.087147,1225.587771
MESSAGE-buildings,LED,max,SAS,Material Demand|Residential|Buildings|Copper,Mt/yr,0.480725425,0.523126961,0.575450425,0.624407321,0.679353209,0.730545035,0.77833539,0.812279661,0.792309154,0.76199532,0.734601232,0.712382971,0.68917147,0.662857257,0.636492242,0.613916192,0.592178669,0.577655705
MESSAGE-buildings,LED,max,SAS,Material Demand|Residential|Buildings|Glass,Mt/yr,10.35872901,11.26989432,12.39267228,13.44250472,14.62140786,15.71919811,16.74365896,17.46983066,17.03662508,16.38135742,15.7897477,15.31017744,14.80964943,14.24269001,13.67493858,13.188947,12.72114515,12.40862474
MESSAGE-buildings,LED,max,SAS,Material Demand|Residential|Buildings|Steel,Mt/yr,105.6606574,113.3259934,121.7301308,129.1289363,137.8567582,145.6144058,152.6019444,156.5909909,150.3028441,142.2803009,135.3894937,129.9727655,124.631053,118.8884958,113.3344158,108.6888347,104.3073837,101.3937707
MESSAGE-buildings,LED,max,SAS,Material Demand|Residential|Buildings|Wood,Mt/yr,45.76025871,49.68637662,54.46100528,58.89751053,63.90495112,68.54538983,72.86054617,75.86067466,73.83332868,70.85726972,68.1917484,66.04130419,63.81583288,61.31372128,58.82005918,56.69210664,54.64928567,53.28537421
MESSAGE-buildings,LED,ref,WEU,Material Demand|Residential|Buildings|Aluminum,Mt/yr,0.381150662,0.254759027,0.25807019,0.260532756,0.264954364,0.270654507,0.274335009,0.275369356,0.276057647,0.277203328,0.275075737,0.274268608,0.272942849,0.269683374,0.264849467,0.258842151,0.251879745,0.242217942
MESSAGE-buildings,LED,ref,WEU,Material Demand|Residential|Buildings|Cement,Mt/yr,45.04205669,30.01282488,30.40290862,30.69302025,31.22248722,31.90745943,32.34992055,32.47587921,32.55728899,32.69103638,32.43541056,32.33478495,32.1717739,31.77971777,31.20186742,30.49385225,29.6736204,28.53537623
MESSAGE-buildings,LED,ref,WEU,Material Demand|Residential|Buildings|Concrete,Mt/yr,288.7311326,192.3899031,194.8904399,196.7501298,200.1441488,204.5349963,207.3712856,208.1787129,208.7005704,209.5579255,207.9192985,207.2742625,206.2293198,203.7161395,200.0119706,195.4734119,190.2155154,182.9190784
MESSAGE-buildings,LED,ref,WEU,Material Demand|Residential|Buildings|Copper,Mt/yr,0.177806454,0.118237557,0.119774318,0.120917233,0.123025263,0.125758553,0.127524602,0.128031444,0.128352999,0.128876739,0.127856804,0.12744605,0.126786195,0.125220801,0.12292265,0.120132597,0.116901238,0.112417048
MESSAGE-buildings,LED,ref,WEU,Material Demand|Residential|Buildings|Glass,Mt/yr,1.926870706,1.243665246,1.259829455,1.271851041,1.29750826,1.331728939,1.35391233,1.36091315,1.364426884,1.369437801,1.35668464,1.350110557,1.34039289,1.320647361,1.293067247,1.263597959,1.229609361,1.182443033
MESSAGE-buildings,LED,ref,WEU,Material Demand|Residential|Buildings|Steel,Mt/yr,26.49296036,17.51371286,17.7413427,17.91063472,18.23246196,18.65236681,18.92387757,19.00354305,19.0515344,19.12774328,18.97109962,18.90406142,18.7986865,18.5577973,18.20802011,17.79441204,17.31577315,16.65156104
MESSAGE-buildings,LED,ref,WEU,Material Demand|Residential|Buildings|Wood,Mt/yr,13.96890652,9.203131837,9.322747105,9.411706927,9.583733769,9.808959392,9.954648887,9.997907378,10.02323586,10.06286595,9.978859724,9.941748498,9.884054457,9.754729622,9.568079852,9.350634058,9.099118185,8.750087021
MESSAGE-buildings,LED,min,WEU,Material Demand|Residential|Buildings|Aluminum,Mt/yr,0.675478818,0.438461116,0.444159898,0.448398176,0.457206921,0.468899704,0.476475353,0.478830029,0.480059876,0.481860354,0.477501821,0.475337289,0.472100053,0.465361637,0.455869739,0.445488505,0.433505636,0.416876884
MESSAGE-buildings,LED,min,WEU,Material Demand|Residential|Buildings|Cement,Mt/yr,34.06688113,22.59061783,22.8842334,23.10260008,23.51120432,24.04260217,24.38607362,24.48571068,24.54736796,24.64659952,24.44833434,24.36607687,24.23534833,23.93076308,23.48596299,22.95268657,22.33529902,21.47854398
MESSAGE-buildings,LED,min,WEU,Material Demand|Residential|Buildings|Concrete,Mt/yr,218.3774431,144.8116528,146.6938039,148.0935903,150.7128482,154.1192447,156.3209848,156.9596838,157.3549228,157.9910226,156.7200919,156.1928005,155.354797,153.4023274,150.5510448,147.1326062,143.1749937,137.6829742
MESSAGE-buildings,LED,min,WEU,Material Demand|Residential|Buildings|Copper,Mt/yr,0.129883553,0.085201782,0.086309169,0.087132751,0.08875985,0.090899125,0.092283614,0.092700625,0.092936416,0.093298379,0.09250061,0.09213473,0.091573114,0.090343366,0.088581651,0.086567344,0.084238832,0.081007533
MESSAGE-buildings,LED,min,WEU,Material Demand|Residential|Buildings|Glass,Mt/yr,1.182003399,0.761408519,0.771304724,0.778664694,0.794515294,0.81568995,0.829418811,0.833773204,0.835929794,0.838977259,0.831086576,0.826969562,0.820906545,0.8086836,0.79165889,0.773611913,0.752803092,0.723926476
MESSAGE-buildings,LED,min,WEU,Material Demand|Residential|Buildings|Steel,Mt/yr,19.33614514,12.76971516,12.93568615,13.05912148,13.29496903,13.60300883,13.80221154,13.8608703,13.89590716,13.95130234,13.83639486,13.78674276,13.70895885,13.53219535,13.27599511,12.97438042,12.62539204,12.14109728
MESSAGE-buildings,LED,min,WEU,Material Demand|Residential|Buildings|Wood,Mt/yr,15.25975907,10.12275879,10.25432667,10.35217584,10.53493351,10.77252282,10.92608288,10.97056874,10.99818442,11.04269769,10.95405129,10.91740948,10.85909849,10.72293159,10.52394729,10.28500024,10.00835153,9.624443275
MESSAGE-buildings,LED,max,WEU,Material Demand|Residential|Buildings|Aluminum,Mt/yr,0.79766583,0.530385156,0.537278696,0.542405534,0.551865894,0.564133434,0.572059897,0.5743355,0.575778082,0.578126846,0.573549197,0.571703908,0.568740574,0.561714602,0.551401501,0.538885848,0.524390751,0.504275756
MESSAGE-buildings,LED,max,WEU,Material Demand|Residential|Buildings|Cement,Mt/yr,73.85768206,48.79630571,49.43052277,49.90220031,50.80155028,51.97569133,52.73494554,52.95819309,53.0920067,53.30395479,52.86595878,52.67744357,52.38171247,51.7080273,50.73086299,49.57838333,48.24481062,46.39419806
MESSAGE-buildings,LED,max,WEU,Material Demand|Residential|Buildings|Concrete,Mt/yr,473.4466799,312.7968314,316.8623254,319.8858994,325.6509634,333.1775085,338.0445227,339.4755967,340.3333763,341.6920179,338.8843512,337.6759203,335.7802082,331.4617135,325.1978397,317.8101496,309.2616066,297.3987055
MESSAGE-buildings,LED,max,WEU,Material Demand|Residential|Buildings|Copper,Mt/yr,0.20660539,0.138961001,0.14076711,0.142110343,0.144442353,0.147426247,0.149351189,0.149877142,0.150249566,0.150885896,0.149771763,0.149383123,0.148723581,0.147020795,0.144462133,0.141188184,0.137390466,0.132120334
MESSAGE-buildings,LED,max,WEU,Material Demand|Residential|Buildings|Glass,Mt/yr,4.532714841,3.047436472,3.087044721,3.116502019,3.167755712,3.233369396,3.27570001,3.287288079,3.295459626,3.30939838,3.284899967,3.276304365,3.261750958,3.224302836,3.16808109,3.096278938,3.012994393,2.897419574
MESSAGE-buildings,LED,max,WEU,Material Demand|Residential|Buildings|Steel,Mt/yr,41.87581094,26.95222305,27.30252743,27.5630545,28.12631142,28.87927143,29.36750047,29.52268123,29.59910212,29.7066643,29.42608415,29.27894077,29.06258562,28.62786754,28.02309775,27.38419695,26.64760944,25.62543939
MESSAGE-buildings,LED,max,WEU,Material Demand|Residential|Buildings|Wood,Mt/yr,20.44795554,13.67748843,13.85525796,13.98746806,14.22391762,14.52847445,14.72510236,14.78018508,14.8171026,14.87874589,14.76506481,14.72233806,14.65190806,14.47779614,14.21919046,13.89670293,13.52290567,13.00418337
MESSAGE-buildings,LED,ref,AFR,Scrap Release|Residential|Buildings|Aluminum,Mt/yr,0.252747095,0.290824044,0.373068172,0.470388026,0.583743534,0.713762625,0.860686682,1.024348038,1.125375236,1.226929772,1.32738307,1.42538538,1.519807731,1.609598779,1.693817648,1.771661995,1.842459403,1.905735955
MESSAGE-buildings,LED,ref,AFR,Scrap Release|Residential|Buildings|Cement,Mt/yr,16.48160766,18.98506431,24.38145458,30.77721373,38.23856141,46.81004663,56.5107885,67.33280392,74.05575264,80.82591899,87.53511571,94.09321764,100.4243775,106.4576148,112.1290761,117.3839599,122.1759966,126.472085
MESSAGE-buildings,LED,ref,AFR,Scrap Release|Residential|Buildings|Concrete,Mt/yr,105.6513311,121.6991302,156.2913755,197.2898316,245.1189834,300.0644015,362.2486442,431.6205379,474.7163631,518.1148653,561.1225366,603.1616516,643.7460098,682.4206077,718.7761289,752.4612811,783.1794653,810.7184937
MESSAGE-buildings,LED,ref,AFR,Scrap Release|Residential|Buildings|Copper,Mt/yr,0.06261769,0.072253473,0.092958105,0.117558677,0.146328821,0.179459712,0.217044546,0.259070951,0.285434526,0.312055573,0.338510962,0.364445457,0.389557341,0.413562198,0.436202225,0.457254121,0.476527361,0.493882813
MESSAGE-buildings,LED,ref,AFR,Scrap Release|Residential|Buildings|Glass,Mt/yr,0.488807098,0.559780905,0.714505685,0.896265147,1.106443742,1.345786581,1.614320323,1.91133629,2.089134583,2.266281117,2.439885309,2.607611419,2.767566232,2.918032097,3.057514973,3.184786366,3.298861309,3.399109531
MESSAGE-buildings,LED,ref,AFR,Scrap Release|Residential|Buildings|Steel,Mt/yr,7.472189635,8.5966976,11.02621216,13.90047304,17.24764782,21.08609016,25.422739,30.25246513,33.23133993,36.22505552,39.18558105,42.07313571,44.85447284,47.49865205,49.97800336,52.26895124,54.35175786,56.21254071
MESSAGE-buildings,LED,ref,AFR,Scrap Release|Residential|Buildings|Wood,Mt/yr,4.682842396,5.39275449,6.923757205,8.737605197,10.85286823,13.2819603,16.03008525,19.09477541,20.99581067,22.90939429,24.80492196,26.65692934,28.44401686,30.14618093,31.74544811,33.2264156,34.57610077,35.78524723
MESSAGE-buildings,LED,min,AFR,Scrap Release|Residential|Buildings|Aluminum,Mt/yr,0.270703893,0.309945024,0.395527521,0.496030619,0.612209609,0.74446578,0.892803241,1.05682022,1.154860193,1.25249876,1.348141371,1.440501129,1.528536584,1.611304132,1.687984245,1.757904401,1.820526754,1.875509186
MESSAGE-buildings,LED,min,AFR,Scrap Release|Residential|Buildings|Cement,Mt/yr,11.50931215,13.26231759,17.03850296,21.51638772,26.74306552,32.75049221,39.55281311,47.14514708,51.87159586,56.63403333,61.35644361,65.97539565,70.43740077,74.69232289,78.69498496,82.40653518,85.79409381,88.83402929
MESSAGE-buildings,LED,min,AFR,Scrap Release|Residential|Buildings|Concrete,Mt/yr,73.777642,85.01485632,109.2211728,137.9255623,171.4299072,209.9390526,253.5436738,302.2124813,332.5102299,363.0386752,393.310536,422.9192029,451.5217998,478.7969416,504.4550318,528.2470204,549.9621398,569.4489057
MESSAGE-buildings,LED,min,AFR,Scrap Release|Residential|Buildings|Copper,Mt/yr,0.053931487,0.061955302,0.079340344,0.099861827,0.123706682,0.150991104,0.181749909,0.215932746,0.236823253,0.257762902,0.278414007,0.298498972,0.317787896,0.336068412,0.353152099,0.368880007,0.383120617,0.395783658
MESSAGE-buildings,LED,min,AFR,Scrap Release|Residential|Buildings|Glass,Mt/yr,0.4980479,0.569523554,0.725808229,0.90897037,1.120271903,1.36032419,1.629015727,1.92550334,2.101122874,2.27555173,2.445926282,2.609953155,2.765794758,2.911800399,3.04655036,3.168894745,3.277929347,3.373102161
MESSAGE-buildings,LED,min,AFR,Scrap Release|Residential|Buildings|Steel,Mt/yr,6.693100184,7.701222342,9.878822908,12.45548352,15.45658734,18.89872597,22.78825706,27.12071036,29.79467303,32.48246909,35.14099198,37.73451991,40.23317894,42.60915275,44.83755119,46.89715243,48.77017469,50.44409046
MESSAGE-buildings,LED,min,AFR,Scrap Release|Residential|Buildings|Wood,Mt/yr,5.318920694,6.12829523,7.872187819,9.939759081,12.35263827,15.12545963,18.26463473,21.76779814,23.94706592,26.14248872,28.31901041,30.44739527,32.50300677,34.46276502,36.30588475,38.01450315,39.57351515,40.97208129
MESSAGE-buildings,LED,max,AFR,Scrap Release|Residential|Buildings|Aluminum,Mt/yr,0.271961419,0.313671543,0.403368352,0.509874585,0.63435389,0.777611919,0.94003033,1.121535186,1.235113785,1.349722827,1.46353818,1.575031409,1.682907337,1.785947271,1.883048622,1.973258524,2.055766059,2.129981989
MESSAGE-buildings,LED,max,AFR,Scrap Release|Residential|Buildings|Cement,Mt/yr,26.56509446,30.58193572,39.25020988,49.51475883,61.47908697,75.21178861,90.74066925,108.0502324,118.7660108,129.5464611,140.2189785,150.6401777,160.6897927,170.2555758,179.2368349,187.5474515,195.1150061,201.8881042
MESSAGE-buildings,LED,max,AFR,Scrap Release|Residential|Buildings|Concrete,Mt/yr,170.289067,196.0380495,251.6039095,317.4023002,394.0967113,482.12685,581.6709568,692.6296947,761.3205822,830.4260327,898.8396059,965.6421649,1030.062774,1091.381896,1148.95407,1202.227253,1250.737219,1294.154514
MESSAGE-buildings,LED,max,AFR,Scrap Release|Residential|Buildings|Copper,Mt/yr,0.068344467,0.079190039,0.102322232,0.129968086,0.162484425,0.200137734,0.243083975,0.291357012,0.322298736,0.353727464,0.385149449,0.416143121,0.446343412,0.475401002,0.502994389,0.52884002,0.552691071,0.574360411
MESSAGE-buildings,LED,max,AFR,Scrap Release|Residential|Buildings|Glass,Mt/yr,1.476391554,1.710262444,2.209290467,2.805491404,3.506499536,4.317998047,5.243287159,6.283038216,6.948694484,7.624609404,8.300157488,8.966274922,9.615120837,10.23919857,10.83161395,11.3862922,11.89795078,12.36259206
MESSAGE-buildings,LED,max,AFR,Scrap Release|Residential|Buildings|Steel,Mt/yr,17.46004448,19.95545021,25.41755254,31.8136909,39.18627861,47.55493284,56.91404193,67.23255975,73.32121941,79.36167127,85.25452741,90.92045142,96.29614554,101.3249624,105.9583904,110.1573681,113.891417,117.1422929
MESSAGE-buildings,LED,max,AFR,Scrap Release|Residential|Buildings|Wood,Mt/yr,6.667970732,7.707788106,9.934881481,12.58776797,15.69801703,19.28840307,23.3711176,27.9468228,30.84477527,33.77875456,36.70236871,39.57637512,42.36715027,45.04278205,47.57414087,49.93578327,52.10579604,54.06788907
MESSAGE-buildings,LED,ref,EEU,Scrap Release|Residential|Buildings|Aluminum,Mt/yr,0.088049162,0.09293178,0.100100479,0.106845756,0.112986971,0.118407537,0.123039333,0.126863374,0.126923198,0.126295505,0.125092083,0.123411601,0.121329921,0.118911112,0.116217819,0.113316127,0.110274325,0.107158448
MESSAGE-buildings,LED,ref,EEU,Scrap Release|Residential|Buildings|Cement,Mt/yr,6.274585701,6.622615889,7.135363103,7.619958156,8.063259666,8.456410317,8.793867272,9.073552616,9.083234079,9.042384931,8.958783338,8.839485656,8.690112239,8.515558345,8.320660097,8.110484431,7.890205246,7.664766462
MESSAGE-buildings,LED,ref,EEU,Scrap Release|Residential|Buildings|Concrete,Mt/yr,40.22170321,42.45266596,45.73950707,48.84588561,51.68756196,54.20775844,56.37094405,58.16379882,58.22585948,57.96400597,57.42809832,56.66336959,55.70584769,54.58691247,53.33756472,51.99028481,50.57823876,49.13311834
MESSAGE-buildings,LED,ref,EEU,Scrap Release|Residential|Buildings|Copper,Mt/yr,0.014272977,0.014994399,0.016112511,0.01718958,0.018189893,0.019083889,0.019848315,0.020468277,0.020457969,0.020309732,0.02004171,0.01967366,0.019224636,0.01871309,0.018157033,0.017573782,0.016979281,0.016387289
MESSAGE-buildings,LED,ref,EEU,Scrap Release|Residential|Buildings|Glass,Mt/yr,0.376369202,0.396334416,0.42650452,0.45534095,0.481983053,0.505770685,0.526219033,0.543051671,0.543447017,0.540477892,0.534600785,0.526277798,0.515925976,0.503939615,0.490710957,0.476633584,0.462087353,0.44741541
MESSAGE-buildings,LED,ref,EEU,Scrap Release|Residential|Buildings|Steel,Mt/yr,3.577877095,3.781283752,4.074989058,4.348563649,4.595140965,4.810913409,4.994256927,5.145582074,5.146037843,5.121091769,5.075485894,5.013053664,4.936371696,4.847347888,4.74778195,4.639670716,4.525224229,4.406717537
MESSAGE-buildings,LED,ref,EEU,Scrap Release|Residential|Buildings|Wood,Mt/yr,0.92846166,0.976184843,1.04954422,1.120030045,1.185349625,1.243648488,1.29350175,1.334033974,1.333657841,1.324505745,1.3077755,1.284737289,1.256585268,1.224455604,1.189449083,1.152625331,1.114965404,1.077323467
MESSAGE-buildings,LED,min,EEU,Scrap Release|Residential|Buildings|Aluminum,Mt/yr,0.090400013,0.095308704,0.102496399,0.109162977,0.115124026,0.120273548,0.124563915,0.128003604,0.127649327,0.126642233,0.125115308,0.123179719,0.120914178,0.118377602,0.115621895,0.112699379,0.109663902,0.106568352
MESSAGE-buildings,LED,min,EEU,Scrap Release|Residential|Buildings|Cement,Mt/yr,3.93915184,4.163459515,4.488751632,4.793659896,5.070413741,5.314362205,5.523129685,5.696538479,5.702303238,5.678781761,5.631004378,5.563186284,5.478327272,5.378798718,5.266899134,5.145140646,5.01623335,4.882902272
MESSAGE-buildings,LED,min,EEU,Scrap Release|Residential|Buildings|Concrete,Mt/yr,25.25097333,26.68884305,28.77404893,30.72858908,32.50265218,34.06642439,35.40467747,36.5162723,36.55322588,36.40244719,36.09618191,35.66145054,35.11748251,34.47947896,33.76217393,32.98167081,32.15534199,31.30065559
MESSAGE-buildings,LED,min,EEU,Scrap Release|Residential|Buildings|Copper,Mt/yr,0.012917671,0.013518131,0.014462555,0.01535148,0.01615276,0.016842128,0.017402623,0.01782594,0.017697241,0.017453474,0.017114898,0.016701888,0.016232699,0.015723712,0.015189853,0.014644699,0.014100225,0.013566407
MESSAGE-buildings,LED,min,EEU,Scrap Release|Residential|Buildings|Glass,Mt/yr,0.158188363,0.166658719,0.179099137,0.190580789,0.200762525,0.209450006,0.216561572,0.222124791,0.221065749,0.218876048,0.21581716,0.21210752,0.207900319,0.20330362,0.198402796,0.193275625,0.187997681,0.182641873
MESSAGE-buildings,LED,min,EEU,Scrap Release|Residential|Buildings|Steel,Mt/yr,2.351935905,2.485973108,2.679871247,2.861095526,3.025060835,3.169118576,3.292018539,3.393837877,3.395966334,3.380988729,3.351968079,3.311424989,3.261102384,3.202333347,3.136391308,3.064676728,2.988718931,2.910074022
MESSAGE-buildings,LED,min,EEU,Scrap Release|Residential|Buildings|Wood,Mt/yr,1.70228958,1.795941835,1.933698903,2.063216878,2.181038413,2.284937225,2.373612191,2.446697771,2.447181231,2.434397392,2.410482539,2.377325978,2.336388815,2.288919284,2.236151766,2.179396166,2.120007547,2.059293335
MESSAGE-buildings,LED,max,EEU,Scrap Release|Residential|Buildings|Aluminum,Mt/yr,0.08591638,0.090676406,0.097669191,0.10425106,0.110245318,0.115537433,0.120060014,0.123793613,0.123852527,0.123238558,0.122060696,0.12041542,0.118377199,0.116009124,0.11337291,0.110533565,0.107558136,0.104511338
MESSAGE-buildings,LED,max,EEU,Scrap Release|Residential|Buildings|Cement,Mt/yr,8.11388414,8.555961083,9.207841459,9.818763043,10.3713724,10.85456808,11.26210794,11.59269804,11.5775186,11.49936591,11.36966775,11.198487,10.99349214,10.76088244,10.50633158,10.23550098,9.95404679,9.667350479
MESSAGE-buildings,LED,max,EEU,Scrap Release|Residential|Buildings|Concrete,Mt/yr,52.01207782,54.84590438,59.02462474,62.94078874,66.48315641,69.58056462,72.19299959,74.31216691,74.21486279,73.71388406,72.88248559,71.78517309,70.47110343,68.98001565,67.34827935,65.6121858,63.80799224,61.97019538
MESSAGE-buildings,LED,max,EEU,Scrap Release|Residential|Buildings|Copper,Mt/yr,0.01673388,0.017596753,0.018917843,0.020183461,0.021353338,0.022395547,0.02328599,0.024010309,0.024001051,0.023836978,0.023539463,0.023130791,0.022631623,0.022061539,0.02143962,0.020784429,0.020113345,0.019441646
MESSAGE-buildings,LED,max,EEU,Scrap Release|Residential|Buildings|Glass,Mt/yr,0.392201009,0.41307623,0.444552155,0.474601584,0.502334553,0.527075684,0.548334742,0.565838741,0.566240845,0.563169841,0.557102998,0.548518678,0.537844259,0.525481299,0.511828934,0.497288752,0.482249834,0.46706511
MESSAGE-buildings,LED,max,EEU,Scrap Release|Residential|Buildings|Steel,Mt/yr,5.891470306,6.212865651,6.681248536,7.113338022,7.496947948,7.825435311,8.096294582,8.310932653,8.279436562,8.206892187,8.102665037,7.974400021,7.827272495,7.664842862,7.489965314,7.305375592,7.113874679,6.918269498
MESSAGE-buildings,LED,max,EEU,Scrap Release|Residential|Buildings|Wood,Mt/yr,2.069995424,2.185376879,2.355091412,2.515593487,2.66261819,2.793295771,2.90582241,2.999503546,3.004102674,2.992061474,2.965859954,2.927745052,2.879507539,2.822726817,2.75899425,2.690005289,2.617509641,2.543188823
MESSAGE-buildings,LED,ref,FSU,Scrap Release|Residential|Buildings|Aluminum,Mt/yr,0.211784289,0.220330009,0.234466914,0.247241581,0.258632327,0.268724738,0.277707187,0.28582977,0.285632944,0.285022392,0.284137117,0.283050507,0.281774793,0.280284062,0.278525892,0.276438524,0.273974085,0.271112
MESSAGE-buildings,LED,ref,FSU,Scrap Release|Residential|Buildings|Cement,Mt/yr,14.11434803,14.67913729,15.61454529,16.4576417,17.20766019,17.87110889,18.4614361,18.99620919,18.98054159,18.94031674,18.88479856,18.81859804,18.74198969,18.65251915,18.54586161,18.41707453,18.26226176,18.07954375
MESSAGE-buildings,LED,ref,FSU,Scrap Release|Residential|Buildings|Concrete,Mt/yr,90.47658995,94.09703394,100.093239,105.4977032,110.305514,114.5583903,118.3425391,121.7705718,121.6701384,121.4122868,121.056401,120.6320387,120.1409596,119.5674305,118.8837282,118.05817,117.0657805,115.8945112
MESSAGE-buildings,LED,ref,FSU,Scrap Release|Residential|Buildings|Copper,Mt/yr,0.045666695,0.047919215,0.05146362,0.054769332,0.057792869,0.060513039,0.062935699,0.065090345,0.065259978,0.065247363,0.065106303,0.064881149,0.064602627,0.064288217,0.063942035,0.063557518,0.063122779,0.062625338
MESSAGE-buildings,LED,ref,FSU,Scrap Release|Residential|Buildings|Glass,Mt/yr,0.427644077,0.442529289,0.468400486,0.491261938,0.5111476,0.52831793,0.543239796,0.556492866,0.553687536,0.550306436,0.546611645,0.542717979,0.538609275,0.534192117,0.529325514,0.523861091,0.517693899,0.510789677
MESSAGE-buildings,LED,ref,FSU,Scrap Release|Residential|Buildings|Steel,Mt/yr,8.103693917,8.388426004,8.879108584,9.312205312,9.690151461,10.01961182,10.31083621,10.5756326,10.54009881,10.49708688,10.45010535,10.39970843,10.34407549,10.28026693,10.20489879,10.11491316,10.00847382,9.885356849
MESSAGE-buildings,LED,ref,FSU,Scrap Release|Residential|Buildings|Wood,Mt/yr,4.388462154,4.565976234,4.858444841,5.122334695,5.35780589,5.567240871,5.755071691,5.926844749,5.927869035,5.921733376,5.910899935,5.896383256,5.877922663,5.854538115,5.824815372,5.787280222,5.740877455,5.685224184
MESSAGE-buildings,LED,min,FSU,Scrap Release|Residential|Buildings|Aluminum,Mt/yr,0.216113554,0.223523568,0.236488631,0.247930294,0.257860271,0.266404562,0.273793642,0.280315857,0.278725695,0.276827854,0.274757721,0.272577935,0.270286156,0.26784143,0.26517862,0.26222821,0.25894153,0.255304321
MESSAGE-buildings,LED,min,FSU,Scrap Release|Residential|Buildings|Cement,Mt/yr,9.871178222,10.25865863,10.90279165,11.48109814,11.9945138,12.44904338,12.85530326,13.22634031,13.21773239,13.19500303,13.16354723,13.1253686,13.07951565,13.02339071,12.9534425,12.86605687,12.75867501,12.63037552
MESSAGE-buildings,LED,min,FSU,Scrap Release|Residential|Buildings|Concrete,Mt/yr,63.27678347,65.76063227,69.88969004,73.59678296,76.88790898,79.8015601,82.40579015,84.78423276,84.72905376,84.58335275,84.38171302,84.13697819,83.84304901,83.48327379,83.0348878,82.47472352,81.78637828,80.96394562
MESSAGE-buildings,LED,min,FSU,Scrap Release|Residential|Buildings|Copper,Mt/yr,0.036939984,0.038626091,0.04135233,0.04387597,0.046158228,0.048178875,0.049940494,0.051466226,0.051405483,0.051192978,0.050876514,0.050496623,0.050082569,0.049652037,0.049210793,0.048754906,0.048275292,0.047761842
MESSAGE-buildings,LED,min,FSU,Scrap Release|Residential|Buildings|Glass,Mt/yr,0.387844385,0.400906118,0.424013977,0.444384418,0.461956278,0.476879747,0.489512351,0.500347183,0.496494987,0.491972273,0.487101381,0.48207659,0.476963736,0.471736249,0.466296861,0.46051513,0.454279054,0.447528031
MESSAGE-buildings,LED,min,FSU,Scrap Release|Residential|Buildings|Steel,Mt/yr,5.752954456,5.968135834,6.331349068,6.655039508,6.940291779,7.191170085,7.414366742,7.617854876,7.603757896,7.582804541,7.55785372,7.52972647,7.497529667,7.459477356,7.413329909,7.356928631,7.288844076,7.208690462
MESSAGE-buildings,LED,min,FSU,Scrap Release|Residential|Buildings|Wood,Mt/yr,4.350604559,4.529764114,4.823980992,5.090496191,5.328914712,5.541031124,5.730732423,5.903147438,5.90402002,5.89640137,5.883063602,5.865427811,5.843666125,5.817185239,5.784868304,5.745425156,5.697863561,5.64175851
MESSAGE-buildings,LED,max,FSU,Scrap Release|Residential|Buildings|Aluminum,Mt/yr,0.224209896,0.233658949,0.249068347,0.2630696,0.2756283,0.286823297,0.296844316,0.305950185,0.306141439,0.305871343,0.305294154,0.304494641,0.303490954,0.302257886,0.300738684,0.298863419,0.296574327,0.293841186
MESSAGE-buildings,LED,max,FSU,Scrap Release|Residential|Buildings|Cement,Mt/yr,21.33128894,22.20648442,23.6502182,24.95865407,26.12580186,27.15668802,28.06755662,28.88228481,28.84782929,28.7657179,28.65336433,28.52168095,28.37487864,28.21229048,28.02935125,27.81940727,27.57633311,27.29627206
MESSAGE-buildings,LED,max,FSU,Scrap Release|Residential|Buildings|Concrete,Mt/yr,136.7390316,142.3492591,151.6039628,159.9913722,167.4730888,174.0813334,179.9202348,185.1428514,184.9219826,184.3956276,183.6754123,182.8312882,181.8902477,180.8480159,179.6753285,178.3295338,176.7713661,174.9761029
MESSAGE-buildings,LED,max,FSU,Scrap Release|Residential|Buildings|Copper,Mt/yr,0.052084727,0.054803832,0.059005501,0.062944765,0.06657157,0.069861244,0.072820342,0.075482872,0.075852955,0.076016191,0.076034263,0.075957398,0.075819383,0.07563806,0.075415309,0.075140346,0.074796178,0.074365338
MESSAGE-buildings,LED,max,FSU,Scrap Release|Residential|Buildings|Glass,Mt/yr,1.161635973,1.219820994,1.310478154,1.394938446,1.472383178,1.542560703,1.605871733,1.663243018,1.670775747,1.674353857,1.675150438,1.674052556,1.671591823,1.667991761,1.663186442,1.656898903,1.64877848,1.638511193
